cores_normalized,threads_normalized,frequency_normalized,boost_frequency_normalized,cache_normalized,lithography_normalized,tdp_normalized
0.488,0.652,0.89,0.169,0.903,0.537,0.479
0.203,0.719,0.212,0.316,0.095,0.751,0.163
0.225,0.753,0.956,0.781,0.437,0.558,0
0.593,0.199,0.687,0.159,0.815,0.312,0.404
0.938,0.901,0.564,0.733,0.32,0.022,0.54
0.892,0.196,0.686,0.199,0.641,0.125,0.582
0.658,0.439,0.667,0.917,0.419,0.374,0.154
0.212,0.447,0.128,0.695,0.417,0.166,0.227
0.722,0.127,0.147,0.54,0.244,0.171,0.155
0.304,0.836,0.202,0.765,0.82,0.41,0.567
0.681,0.062,0.72,0.7,0.943,0.331,0.683
0.91,0.149,0.864,0.435,0.802,0.816,0.888
0.454,0.152,0.395,0.003,0.84,0.593,0.003
0.317,0.114,0.51,0.491,0.258,0.138,0.672
0.112,0.68,0.197,0.553,0.008,0.026,0.785
0.358,0.566,0.456,0.74,0.982,0.527,0.91
0.109,0.701,0.644,0.742,0.552,0.279,0.463
0.958,0.272,0.395,0.959,0.387,0.778,0.276
0.963,0.822,0.481,0.486,0.118,0.056,0.359
0.181,0.062,0.192,0.566,0.748,0.845,0.582
0.364,0.501,0.063,0.979,0.057,0.572,0.085
0.727,0.222,0.131,0.908,0.625,0.441,0.607
0.862,0.627,0.364,0.233,0.107,0.86,0.571
0.508,0.05,0.781,0.895,0.124,0.087,0.648
0.756,0.309,0.284,0.554,0.624,0.006,0.306
0.76,0.202,0.938,0.637,0.301,0.12,0.788
0.253,0.889,0.427,0.856,0.252,0.794,0.084
0.354,0.491,0.384,0.743,0.891,0.667,0.617
0.752,0.516,0.688,0.235,0.658,0.017,0.424
0.181,0.015,0.009,0.175,0.775,0.856,0.488
0.659,0.946,0.651,0.195,0.134,0.037,0.91
0.152,0.092,0.642,0.58,0.499,0.979,0.475
0.423,0.208,0.66,0.629,0.695,0.227,0.707
0.012,0.018,0.887,0.445,0.698,0.693,0.986
0.06,0.184,0.982,0.801,0.818,0.597,0.372
0.886,0.921,0.268,0.14,0.94,0.908,0.122
0.829,0.286,0.528,0.743,0.385,0.394,0.575
0.795,0.35,0.018,0.511,0.869,0.089,0.399
0.997,0.019,0.851,0.675,0.101,0.211,0.85
0.424,0.531,0.678,0.798,0.865,0.534,0.16
0.07,0.059,0.773,0.03,0.246,0.173,0.988
0.263,0.005,0.174,0.354,0.185,0.17,0.705
0.612,0.058,0.349,0.644,0.077,0.611,0.419
0.299,0.463,0.021,0.185,0.936,0.221,0.34
0.372,0.723,0.146,0.433,0.517,0.071,0.83
0.737,0.513,0.881,0.775,0.643,0.794,0.982
0.028,0.452,0.307,0.15,0.828,0.41,0.989
0.271,0.636,0.559,0.697,0.765,0.921,0.608
0.311,0.647,0.081,0.759,0.88,0.961,0.49
0.728,0.231,0.803,0.133,0.589,0.102,0.627
0.718,0.284,0.085,0.815,0.577,0.291,0.977
0.948,0.963,0.178,0.856,0.368,0.985,0.08
0.987,0.979,0.839,0.107,0.356,0.605,0.293
0.361,0.102,0.626,0.154,0.71,0.902,0.437
0.009,0.08,0.534,0.985,0.45,0.181,0.874
0.516,0.569,0.126,0.719,0.908,0.203,0.965
0.892,0.724,0.706,0.682,0.807,0.132,0.372
0.509,0.957,0.502,0.616,0.022,0.535,0.665
0.717,0.863,0.15,0.273,0.028,0.513,0.167
0.293,0.712,0.461,0.355,0.508,0.973,0.422
0.998,0.409,0.304,0.873,0.792,0.435,0.754
0.245,0.255,0.381,0.395,0.184,0.428,0.816
0.183,0.167,0.256,0.609,0.406,0.584,0.708
0.266,0.74,0.686,0.091,0.242,0.42,0.004
0.396,0.512,0.113,0.74,0.885,0.39,0.457
0.424,0.359,0.41,0.778,0.037,0.366,0.286
0.967,0.797,0.042,0.741,0.123,0.932,0.36
0.551,0.456,0.702,0.342,0.537,0.64,0.565
0.002,0.796,1,0.226,0.299,0.438,0.297
0.323,0.275,0.591,0.902,0.967,0.956,0.809
0.789,0.147,0.572,0.741,0.165,0.209,0.652
0.827,0.604,0.834,0.209,0.827,0.442,0.535
0.504,0.87,0.45,0.011,0.534,0.076,0.305
0.285,0.669,0.833,0.053,0.998,0.36,0.136
0.134,0.141,0.531,0.889,0.912,0.16,0.851
0.313,0.042,0.881,0.105,0.426,0.132,0.292
0.845,0.436,0.06,0.534,0.793,0.333,0.149
0.039,0.385,0.048,0.536,0.317,0.788,0.512
0.616,0.055,0.457,0.193,0.387,0.639,0.818
0.623,0.046,0.008,0.029,0.476,0.923,0.562
0.051,0.552,0.195,0.22,0.801,0.284,0.934
0.015,0.103,0.911,0.611,0.192,0.9,0.136
0.155,0.893,0.065,0.642,0.57,0.15,0.686
0.342,0.03,0.957,0.692,0.715,0.145,0.112
0.401,0.84,0.298,0.652,0.061,0.985,0.213
0.551,0.215,0.951,0.227,0.774,1,0.169
0.413,0.362,0.581,0.311,0.448,0.683,0.132
0.361,0.748,0.632,0.592,0.366,0.45,0.698
0.839,0.953,0.686,0.436,0.44,0.005,0.647
0.488,0.572,0.848,0.741,0.233,0.488,0.761
0.087,0.732,0.84,0.921,0.447,0.124,0.645
0.513,0.5,0.635,0.953,0.672,0.571,0.934
0.138,0.8,0.653,0.667,0.406,0.627,0.604
0.966,0.629,0.137,0.891,0.751,0.927,0.225
0.227,0.014,0.876,0.351,0.346,0.032,0.823
0.322,0.817,0.969,0.842,0.915,0.558,0.361
0.01,0.738,0.467,0.163,0.337,0.624,0.774
0.628,0.102,0.865,0.38,0.883,0.343,0.417
0.018,0.706,0.019,0.001,0.327,0.363,0.469
0.368,0.947,0.593,0.049,0.545,0.897,0.118
0.348,0.647,0.578,0.674,0.212,0.061,0.106
0.505,0.396,0.506,0.865,0.095,0.142,0.749
0.805,0.509,0.57,0.079,0.319,0.941,0.697
0.282,0.662,0.552,0.416,0.636,0.505,0.768
0.66,0.817,0.836,0.437,0.66,0.578,0.765
0.038,0.822,0.775,0.225,0.339,0.194,0.075
0.133,0.733,0.565,0.9,0.582,0.456,0.659
0.416,0.188,0.389,0.515,0.156,0.351,0.961
0.267,0.366,0.181,0.915,0.679,0.838,0.406
0.376,0.005,0.973,0.371,0.094,0.971,0.327
0.009,0.439,0.183,0.453,0.076,0.143,0.998
0.195,0.515,0.844,0.38,0.266,0.422,0.529
0.892,0.268,0.037,0.961,0.994,0.77,0.19
0.514,0.685,0.069,0.277,0.565,0.342,0.368
0.683,0.179,0.822,0.543,0.138,0.606,0.886
0.172,0.078,0.221,0.423,0.689,0.663,0.49
0.84,0.68,0.226,0.18,0.408,0.724,0.007
0.368,0.108,0.369,0.981,0.612,0.854,0.153
0.604,0.831,0.996,0.51,0.056,0.46,0.91
0.901,0.154,0.107,0.395,0.472,0.354,0.502
0.685,0.622,0.825,0.59,0.853,0.64,0.741
0.537,0.439,0.212,0.752,0.809,0.781,0.011
0.579,0.188,0.131,0.993,0.118,0.46,0.07
0.194,0.58,0.63,0.642,0.91,0.246,0.248
0.549,0.987,0.923,0.27,0.377,0.627,0.89
0.925,0.491,0.069,0.026,0.238,0.322,0.117
0.397,0.672,0.331,0.367,0.504,0.557,0.853
0.16,0.296,0.117,0.482,0.396,0.991,0.515
0.978,0.813,0.309,0.062,0.164,0.694,0.85
0.962,0.031,0.037,0.627,0.749,0.526,0.686
0.252,0.272,0.561,0.065,0.085,0.73,0.453
0.361,0.631,0.438,0.986,0.05,0.75,0.39
0.092,0.449,0.903,0.11,0.701,0.786,0.475
0.605,0.934,0.009,0.191,0.69,0.734,0.021
0.075,0.778,0.762,0.8,0.312,0.089,0.325
0.954,0.174,0.436,0.521,0.172,0.891,0.727
0.618,0.859,0.199,0.22,0.934,0.741,0.782
0.279,0.088,0.065,0.492,0.937,0.989,0.03
0.489,0.023,0.913,0.914,0.76,0.847,0.697
0.206,0.277,0.099,0.037,0.197,0.907,0.866
0.044,0.735,0.81,0.106,0.844,0.812,0.821
0.74,0.348,0.991,0.808,0.677,0.611,0.257
0.857,0.728,0.975,0.484,0.82,0.732,0.962
0.006,0.635,0.211,0.38,0.942,0.347,0.224
0.755,0.618,0.011,0.718,0.486,0.109,0.63
0.989,0.594,0.59,0.4,0.523,0.907,0.81
0.8,0.856,0.028,0.283,0.215,0.18,0.464
0.717,0.648,0.72,0.095,0.061,0.264,0.761
0.242,0.403,0.188,0.475,0.575,0.585,0.999
0.712,0.915,0.369,0.273,0.727,0.27,0.167
0.676,0.128,0.121,0.819,0.55,0.887,0.99
0.817,0.023,0.12,0.084,0.668,0.118,0.674
0.961,0.943,0.476,0.898,0.148,0.494,0.821
0.484,0.536,0.147,0.501,0.496,0.027,0.532
0.476,0.07,0.565,0.198,0.292,0.65,0.511
0.334,0.727,0.592,0.118,0.474,0.835,0.034
0.61,0.312,0.618,0.889,0.971,0.132,0.88
0.474,0.03,0.075,0.272,0.323,0.325,0.004
0.252,0.063,0.212,0.287,0.676,0.951,0.75
0.285,0.083,0.029,0.589,0.586,0.073,0.614
0.194,0.475,0.054,0.72,0.395,0.241,0.17
0.937,0.026,0.646,0.959,0.961,0.242,0.889
0.124,0.63,0.17,0.417,0.501,0.651,0.216
0.316,0.268,0.552,0.83,0.823,0.353,0.376
0.309,0.17,0.983,0.226,0.001,0.607,0.522
0.601,0.818,0.864,0.013,0.102,0.49,0.438
0.267,0.194,0.322,0.049,0.919,0.409,0.908
0.861,0.333,0.18,0.006,0.934,0.368,0.182
0.802,0.815,0.15,0.235,0.749,0.474,0.352
0.688,0.888,0.483,0.385,0.365,0.696,0.367
0.665,0.151,0.135,0.511,0.554,0.644,0.486
0.255,0.715,0.719,0.656,0.392,0.956,0.757
0.588,0.281,0.272,0.625,0.995,0.43,0.057
0.267,0.518,0.022,0.505,0.118,0.396,0.516
0.454,0.776,0.016,0.958,0.442,0.062,0.573
0.554,0.936,0.489,0.288,0.927,0.666,0.426
0.852,0.132,0.195,0.519,0.854,0.284,0.978
0.29,0.233,0.647,0.706,0.81,0.815,0.944
0.622,0.7,0.065,0.794,0.099,0.73,0.977
0.924,0.118,0.13,0.188,0.507,0.174,0.775
0.231,0.296,0.713,0.651,0.509,0.165,0.847
0.512,0.747,0.486,0.332,0.988,0.941,0.91
0.815,0.267,0.853,0.269,0.289,0.231,0.186
0.202,0.409,0.521,0.293,0.793,0.485,0.403
0.804,0.361,0.903,0.723,0.51,0.562,0.224
0.851,0.108,0.207,0.488,0.647,0.302,0.124
0.836,0.982,0.004,0.823,0.178,0.003,0.976
0.761,0.583,0.393,0.285,0.35,0.29,0.239
0.463,0.39,0.002,0.506,0.923,0.682,0.376
0.941,0.027,0.538,0.255,0.527,0.688,0.688
0.074,0.09,0.479,0.852,0.509,0.102,0.755
0.441,0.386,0.8,0.946,0.816,0.829,0.497
0.832,0.227,0.745,0.701,0.075,0.992,0.181
0.886,0.499,0.649,0.762,0.668,0.995,0.432
0.507,0.825,0.605,0.079,0.634,0.274,0.532
0.689,0.74,0.054,0.68,0.828,0.434,0.65
0.683,0.527,0.287,0.094,0.523,0.739,0.709
0.417,0.166,0.579,0.652,0.628,0.684,0.691
0.723,0.268,0.359,0.25,0.217,0.477,0.199
0.769,0.323,0.394,0.944,0.558,0.468,0.552
0.348,0.101,0.84,0.736,0.521,0.391,0.212
0.101,0.168,0.576,0.935,0.365,0.742,0.753
0.225,0.468,0.397,0.563,0.137,0.424,0.193
0.466,0.68,0.36,0.76,0.996,0.745,0.25
0.535,0.654,0.497,0.27,0.407,0.921,0.811
0.642,0.686,0.045,0.565,0.641,0.972,0.805
0.878,0.124,0.742,0.326,0.869,0.379,0.6
0.104,0.124,0.572,0.383,0.778,0.866,0.426
0.374,0.116,0.667,0.309,0.905,0.163,0.791
0.506,0.334,0.119,0.9,0.467,0.57,0.581
0.554,0.457,0.709,0.22,0.237,0.573,0.323
0.498,0.755,0.485,0.773,0.865,0.564,0.636
0.837,0.915,0.875,0.083,0.887,0.214,0.262
0.539,0.711,0.644,0.151,0.909,0.889,0.547
0.418,0.621,0.088,0.769,0.831,0.823,0.685
0.903,0.923,0.778,0.243,0.856,0.605,0.999
0.912,0.797,0.987,0.118,0.297,0.287,0.065
0.357,0.082,0.797,0.309,0.756,0.1,0.688
0.025,0.814,0.333,0.275,0.982,0.678,0.305
0.431,0.653,0.868,0.817,0.997,0.512,0.038
0.674,0.128,0.259,0.44,0.639,0.822,0.604
0.275,0.756,0.301,0.356,0.218,0.553,0.857
0.893,0.466,0.636,0.591,0.064,0.473,0.715
0.607,0.425,0.27,0.545,0.696,0.606,0.304
0.387,0.879,0.594,0.788,0.691,0.245,0.391
0.001,0.044,0.311,0.624,0.915,0.729,0.949
0.411,0.654,0.116,0.489,0.825,0.271,0.24
0.737,0.069,0.738,0.645,0.704,0.923,0.156
0.261,0.555,0.704,0.904,0.952,0.45,0.744
0.612,0.146,0.695,0.566,0.167,0.23,0.844
0.869,0.3,0.091,0.78,0.334,0.29,0.637
0.034,0.846,0.671,0.269,0.357,0.102,0.305
0.749,0.898,0.657,0.832,0.915,0.599,0.263
0.658,0.496,0.228,0.685,0.441,0.077,0.006
0.783,0.288,0.949,0.907,0.542,0.671,0.354
0.411,0.025,0.954,0.839,0.496,0.803,0.811
0.649,0.929,0.486,0.704,0.441,0.794,0.837
0.034,0.013,0.9,0.746,0.059,0.132,0.004
0.04,0.806,0.421,0.853,0.401,0.942,0.082
0.372,0.857,0.533,0.671,0.236,0.825,0.222
0.066,0.763,0.301,0.802,0.452,0.232,0.293
0.236,0.069,0.052,0.923,0.6,0.449,0.276
0.927,0.775,0.65,0.306,0.042,0.13,0.681
0.27,0.882,0.982,0.465,0.124,0.448,0.201
0.045,0.411,0.076,0.18,0.907,0.518,0.686
0.779,0.171,0.76,0.485,0.08,0.727,0.812
0.228,0.293,0.119,0.789,0.938,0.041,0.529
0.785,0.189,0.942,0.17,0.356,0.04,0.576
0.779,0.762,0.9,0.468,0.222,0.341,0.863
0.692,0.628,0.656,0.146,0.626,0.089,0.827
0.581,0.082,0.877,0.585,0.086,0.255,0.413
0.028,0.361,0.095,0.561,0.627,0.259,0.177
0.33,0.991,0.818,0.897,0.936,0.539,0.648
0.897,0.798,0.739,0.796,0.805,0.859,0.32
0.168,0.562,0.521,0.71,0.378,0.669,0.54
0.495,0.483,0.622,0.363,0.559,0.472,0.31
0.674,0.461,0.208,0.075,0.731,0.998,0.806
0.833,0.615,0.497,0.236,0.258,0.767,0.736
0.659,0.227,0.068,0.082,0.459,0.661,0.764
0.669,0.877,0.855,0.624,0.202,0.502,0.854
0.605,0.761,0.977,0.761,0.012,0.517,0.141
0.71,0.561,0.481,0.813,0.944,0.919,0.774
0.788,0.902,0.74,0.252,0.419,0.851,0.237
0.497,0.72,0.681,0.558,0.718,0.265,0.207
0.293,0.576,0.808,0.502,0.89,0.03,0.243
0.405,0.75,0.135,0.897,0.724,0.983,0.912
0.083,0.572,0.906,0.556,0.457,0.496,0.564
0.98,0.818,0.613,0.846,0.684,0.375,0.198
0.575,0.955,0.527,0.647,0.211,0.162,0.018
0.263,0.624,0.839,0.228,0.143,0.507,0.384
0.832,0.123,0.128,0.427,0.145,0.121,0.282
0.395,0.525,0.756,0.034,0.133,0.755,0.054
0.833,0.982,0.548,0.582,0.612,0.94,0.644
0.592,0.239,0.758,0.5,0.275,0.518,0.897
0.962,0.584,0.229,0.896,0.247,0.163,0.432
0.713,0.502,0.727,0.395,0.787,0.464,0.306
0.476,0.705,0.674,0.684,0.692,0.033,0.723
0.993,0.934,0.543,0.665,0.881,0.413,0.36
0.245,0.531,0.273,0.827,0.854,0.547,0.47
0.013,0.537,0.815,0.585,0.758,0.278,0.308
0.829,0.104,0.578,0.803,0.21,0.255,0.907
0.174,0.491,0.221,0.097,0.547,0.32,0.339
0.466,0.113,0.587,0.796,0.597,0.173,0.159
0.438,0.025,0.769,0.368,0.517,0.328,0.7
0.744,0.19,0.332,0.23,0.006,0.663,0.694
0.708,0.173,0.062,0.224,0.636,0.88,0.712
0.317,0.419,0.335,0.647,0.118,1,0.662
0.551,0.257,0.35,0.328,0.639,0.904,0.321
0.786,0.459,0.493,0.653,0.203,0.208,0.264
0.57,0.016,0.254,0.476,0.93,0.948,0.403
0.99,0.687,0.991,0.358,0.602,0.147,0.276
0.642,0.88,0.77,0.77,0.556,0.936,0.503
0.251,0.58,0.143,0.436,0.759,0.727,0.545
0.448,0.892,0.44,0.914,0.04,0.845,0.344
0.488,0.475,0.909,0.461,0.094,0.386,0.659
0.756,0.585,0.283,0.358,0.24,0.197,0.869
0.878,0.694,0.4,0.676,0.32,0.486,0.34
0.717,0.924,0.866,0.039,0.296,0.224,0.198
0.716,0.22,0.72,0.805,0.326,0.117,0.71
0.061,0.165,0.976,0.11,0.346,0.593,0.963
0.989,0.377,0.881,0.901,0.17,0.022,0.147
0.247,0.136,0.326,0.65,0.449,0.553,0.794
0.062,0.979,0.313,0.754,0.343,0.145,0.508
0.822,0.61,0.259,0.295,0.404,0.715,0.441
0.05,0.719,0.061,0.597,0.607,0.9,0.818
0.332,0.446,0.382,0.821,0.252,0.682,0.991
0.443,0.429,0.19,0.664,0.186,0.41,0.995
0.535,0.458,0.216,0.541,0.778,0.599,0.067
0.853,0.959,0.306,0.745,0.945,0.777,0.449
0.553,0.986,0.713,0.921,0.483,0.424,0.058
0.131,0.707,0.108,0.626,0.96,0.095,0.873
0.101,0.825,0.746,0.951,0.185,0.864,0.496
0.591,0.456,0.767,0.153,0.02,0.494,0.529
0.495,0.895,0.644,0.012,0.778,0.668,0.655
0.018,0.428,0.453,0.596,0.968,0.251,0.118
0.792,0.852,0.971,0.113,0.761,0.972,0.912
0.168,0.578,0.056,0.673,0.77,0.605,0.684
0.844,0.836,0.85,0.774,0.478,0.341,0.374
0.244,0.379,0.572,0.856,0.127,0.231,0.716
0.734,0.92,0.941,0.604,0.075,0.718,0.823
0.942,0.673,0.039,0.445,0.954,0.581,0.45
0.183,0.57,0.988,0.808,0.559,0.88,0.891
0.662,0.754,0.14,0.769,0.184,0.659,0.797
0.651,0.53,0.411,0.683,0.778,0.05,0.149
0.734,0.85,0.57,0.769,0.3,0.806,0.735
0.54,0.934,0.633,0.221,0.544,0.81,0.815
0.189,0.824,0.358,0.133,0.936,0.534,0.914
0.078,0.545,0.223,0.601,0.786,0.029,0.469
0.219,0.841,0.576,0.625,0.808,0.181,0.995
0.796,0.964,0.625,0.561,0.454,0.742,0.471
0.414,0.751,0.058,0.264,0.772,0.929,0.902
0.789,0.124,0.013,0.471,0.778,0.047,0.344
0.74,0.22,0.546,0.324,0.889,0.721,0.477
0.609,0.662,0.016,0.475,0.388,0.698,0.37
0.278,0.723,0.713,0.077,0.752,0.308,0.951
0.756,0.818,0.764,0.703,0.719,0.451,0.723
0.121,0.286,0.852,0.249,0.527,0.806,0.315
0.708,0.507,0.532,0.163,0.03,0.349,0.166
0.887,0.845,0.286,0.599,0.933,0.74,0.542
0.429,0.191,0.49,0.47,0.975,0.11,0.251
0.53,0.016,0.136,0.916,0.129,0.613,0.205
0.435,0.255,0.935,0.789,0.181,0.726,0.038
0.564,0.475,0.757,0.351,0.112,0.718,0.516
0.562,0.293,0.994,0.212,0.39,0.135,0.184
0.842,0.561,0.2,0.172,0.914,0.233,0.416
0.106,0.221,0.253,0.775,0.741,0.25,0.488
0.741,0.016,0.666,0.228,0.915,0.235,0.158
0.067,0.103,0.06,0.967,0.501,0.813,0.57
0.382,0.529,0.918,0.596,0.417,0.627,0.802
0.821,0.959,0.093,0.749,0.417,0.367,0.275
0.756,0.37,0.751,0.558,0.742,0.232,0.781
0.215,0.947,0.353,0.597,0.438,0.295,0.524
0.72,0.098,0.911,0.088,0.41,0.424,0.74
0.644,0.315,0.057,0.064,0.912,0.234,0.66
0.433,0.617,0.42,0.937,0.576,0.756,0.241
0.407,0.797,0.558,0.236,0.712,0.27,0.632
0.528,0.287,0.766,0.043,0.766,0.241,0.001
0.347,0.985,0.366,0.697,0.186,0.93,0.15
0.638,0.857,0.412,0.069,0.814,0.732,0.32
0.287,0.903,0.634,0.875,0.383,0.942,0.115
0.822,0.592,0.422,0.849,0.47,0.059,0.964
0.728,0.588,0.247,0.189,0.619,0.803,0.169
0.156,0.437,0.89,0.856,0.07,0.946,0.972
0.783,0.443,0.703,0.736,0.903,0.117,0.564
0.867,0.112,0.855,0.682,0.547,0.169,0.661
0.953,0.35,0.414,0.609,0.266,0.308,0.939
0.987,0.806,0.961,0.796,0.444,0.181,0.815
0.343,0.697,0.939,0.866,0.159,0.177,0.557
0.643,0.07,0.887,0.598,0.782,0.711,0.886
0.525,0.755,0.676,0.946,0.129,0.013,0.066
0.422,0.428,0.294,0.226,0.693,0.589,0.786
0.777,0.029,0.56,0.478,0.581,0.073,0.729
0.934,0.596,0.286,0.597,0.807,0.107,0.66
0.678,0.333,0.497,0.783,0.666,0.813,0.829
0.059,0.563,0.527,0.992,0.374,0.133,0.032
0.59,0.791,0.516,0.423,0.351,0.322,0.638
0.451,0.639,0.487,0.651,0.841,0.634,0.488
0.081,0.01,0.157,0.786,0.911,0.798,0.714
0.325,0.268,0.668,0.073,0.146,0.274,0.634
0.138,0.175,0.711,0.066,0.385,0.677,0.556
0.625,0.709,0.685,0.559,0.242,0.436,0.18
0.105,0.916,0.027,0.65,0.157,0.249,0.44
0.212,0.196,0.832,0.209,0.093,0.859,0.676
0.863,0.278,0.93,0.032,0.455,0.406,0.9
0.551,0.461,0.644,0.644,0.243,0.93,0.087
0.048,0.985,0.147,0.621,0.318,0.504,0.995
0.932,0.667,0.905,0.076,0.72,0.413,0.571
0.433,0.149,0.72,0.683,0.251,0.32,0.814
0.733,0.19,0.572,0.295,0.152,0.102,0.004
0.448,0.194,0.956,0.823,0.549,0.017,0.304
0.184,0.137,0.474,0.19,0.586,0.696,0.879
0.178,0.536,0.128,0.205,0.499,0.172,0.493
0.218,0.457,0.971,0.938,0.468,0.982,0.871
0.954,0.91,0.525,0.669,0.845,0.909,0.218
0.82,0.564,0.531,0.872,0.659,0.136,0.923
0.316,0.338,0.163,0.239,0.787,0.554,0.997
0.546,0.476,0.792,0.742,0.27,0.753,0.549
0.298,0.026,0.079,0.335,0.413,0.669,0.389
0.712,0.125,0.431,0.05,0.85,0.042,0.758
0.711,0.228,0.596,0.247,0.396,0.823,0.498
0.483,0.488,0.817,0.57,0.058,0.675,0.273
0.263,0.73,0.486,0.629,0.81,0.004,0.491
0.595,0.587,0.906,0.746,0.238,0.599,0.115
0.118,0.856,0.783,0.234,0.895,0.263,0.905
0.133,0.631,0.793,0.519,0.477,0.104,0.351
0.151,0.752,0.459,0.067,0.956,0.988,0.871
0.858,0.417,0.929,0.638,0.045,0.024,0.586
0.463,0.038,0.212,0.873,0.997,0.084,0.023
0.414,0.117,0.713,0.919,0.916,0.405,0.198
0.391,0.603,0.878,0.489,0.768,0.317,0.411
0.637,0.985,0.226,0.898,0.358,0.306,0.82
0.222,0.677,0.828,0.57,0.396,0.729,0.189
0.745,0.638,0.16,0.16,0.291,0.858,0.893
0.584,0.345,0.569,0.73,0.847,0.211,0.659
0.509,0.317,0.134,0.288,0.429,0.85,0.227
0.932,0.705,0.194,0.736,0.009,0.381,0.565
0.149,0.604,0.23,0.648,0.591,0.763,0.758
0.243,0.394,0.136,0.187,0.186,0.235,0.287
0.536,0.98,0.157,0.64,0.496,0.349,0.69
0.029,0.564,0.876,0.549,0.108,0.914,0.344
0.868,0.516,0.818,0.339,0.408,0.417,0.013
0.129,0.21,0.619,0.178,0.15,0.478,0.954
0.181,0.73,0.593,0.819,0.945,0.8,0.915
0.407,0.489,0.896,0.879,0.393,0.409,0.157
0.799,0.903,0.126,0.708,0.26,0.453,0.179
0.109,0.249,0.787,0.921,0.371,0.901,0.702
0.959,0.203,0.274,0.875,0.552,0.172,0.352
0.683,0.375,0.242,0.397,0.963,0.481,0.834
0.035,0.585,0.053,0.792,0.587,0.467,0.763
0.008,0.105,0.593,0.305,0.248,0.266,0.665
0.263,0.053,0.706,0.875,0.603,0.367,0.667
0.607,0.455,0.312,0.476,0.018,0.486,0.467
0.583,0.72,0.991,0.434,0.958,0.542,0.269
0.814,0.41,0.485,0.729,0.211,0.571,0.262
0.585,0.339,0.146,0.407,0.841,0.548,0.996
0.493,0.596,0.579,0.465,0.29,0.408,0.146
0.385,1,0.887,0.915,0.463,0.819,0.386
0.209,0.929,0.801,0.225,0.772,0.254,0.155
0.301,0.199,0.632,0.706,0.081,0.863,0.052
0.834,0.886,0.203,0.144,0.284,0.598,0.184
0.12,0.139,0.246,0.855,0.361,0.1,0.798
0.472,0.497,0.231,0.913,0.571,0.938,0.532
0.409,0.703,0.199,0.498,0.479,0.567,0.726
0.703,0.34,0.654,0.339,0.304,0.396,0.222
0.776,0.74,0.127,0.525,0.674,0.395,0.888
0.51,0.334,0.603,0.951,0.453,0.072,0.219
0.586,0.591,0.329,0.662,0.548,0.527,0.938
0.702,0.298,0.092,0.117,1,0.024,0.298
0.144,0.885,0.151,0.341,0.662,0.024,0.278
0.065,0.604,0.413,0.245,0.076,0.497,0.248
0.209,0.026,0.555,0.103,0.36,0.16,0.986
0.713,0.289,0.526,0.249,0.115,0.063,0.332
0.6,0.274,0.417,0.714,0.348,0.481,0.484
0.809,0.595,0,0.809,0.393,0.253,0.208
0.671,0.286,0.1,0.025,0.732,0.894,0.245
0.294,0.963,0.891,0.676,0.099,0.313,0.674
0.088,0.783,0.193,0.755,0.795,0.028,0.201
0.624,0.508,0.173,0.179,0.821,0.163,0.097
0.314,0.563,0.33,0.065,0.779,0.581,0.845
0.448,0.98,0.984,0.563,0.066,0.33,0.581
0.899,0.606,0.366,0.525,0.266,0.445,0.693
0.131,0.411,0.964,0.969,0.879,0.985,0.256
0.589,0.124,0.528,0.677,0.398,0.381,0.267
0.467,0.665,0.35,0.825,0.984,0.448,0.396
0.59,0.23,0.128,0.147,0.262,0.91,0.77
0.24,0.691,0.902,0.112,0.19,0.385,0.66
0.725,0.6,0.297,0.267,0.489,0.114,0.629
0.537,0.441,0.054,0.081,0.904,0.689,0.183
0.462,0.49,0.776,0.406,0.194,0.983,0.533
0.576,0.703,0.734,0.867,0.382,0.584,0.265
0.656,0.345,0.162,0.147,0.115,0.997,0.003
0.755,0.078,0.248,0.899,0.524,0.524,0.201
0.005,0.117,0.549,0.377,0.917,0.005,0.024
0.697,0.388,0.22,0.799,0.388,0.271,0.047
0.244,0.676,0.332,0.381,0.476,0.116,0.896
0.682,0.574,0.211,0.794,0.359,0.541,0.295
0.906,0.846,0.855,0.04,0.435,0.296,0.742
0.591,0.78,0.877,0.037,0.542,0.888,0.496
0.478,0.897,0.049,0.141,0.21,0.058,0.152
0.581,0.364,0.083,0.882,0.241,0.183,0.215
0.349,0.929,0.889,0.724,0.429,0.486,0.297
0.253,0.894,0.385,0.197,0.787,0.619,0.485
0.462,0.817,0.941,0.243,0.699,0.785,0.46
0.229,0.592,0.69,0.543,0.822,0.387,0.211
0.188,0.548,0.712,0.352,0.981,0.433,0.322
0.357,0.249,0.868,0.913,0.916,0.387,0.647
0.063,0.618,0.353,0.938,0.874,0.586,0.342
0.869,0.949,0.862,0.457,0.302,0.481,0.447
0.709,0.561,0.329,0.574,0.36,0.103,0.206
0.787,0.099,0.535,0.85,0.422,0.404,0.8
0.372,0.364,0.45,0.717,0.032,0.84,0.697
0.299,0.823,0.645,0.152,0.256,0.753,0.77
0.603,0.469,0.196,0.794,0.147,0.784,0.547
0.552,0.611,0.391,0.424,0.207,0.039,0.511
0.17,0.481,0.53,0.692,0.265,0.753,0.867
0.468,0.055,0.274,0.475,0.883,0.905,0.887
0.909,0.943,0.681,0.434,0.438,0.534,0.035
0.285,0.963,0.197,0.784,0.301,0.618,0.611
